"Name","Tier","Division","WD"
Rst UBM/Champigny,8,Régionale 1 - Ligue Île-de-France,
Rueil AC,8,Régionale 1 - Ligue Île-de-France,
Rugby Cellois Chesnaysien,8,Régionale 1 - Ligue Île-de-France,
Rugby Club Garches Vaucresson,8,Régionale 1 - Ligue Île-de-France,
Rugby Club Vallee de Montmorency Soisy,8,Régionale 1 - Ligue Île-de-France,
Rugby Melun Combs Senart 77,8,Régionale 1 - Ligue Île-de-France,
Terres de France Rugby,8,Régionale 1 - Ligue Île-de-France,
Vie au Grand Air de St Maur,8,Régionale 1 - Ligue Île-de-France,
CS Gravenchon,8,Régionale 1 - Ligue Normandie,
Dieppe Universitaire Club,8,Régionale 1 - Ligue Normandie,
Ras Ava,8,Régionale 1 - Ligue Normandie,
RC Granvillais,8,Régionale 1 - Ligue Normandie,
RC Yvetotais,8,Régionale 1 - Ligue Normandie,
Rugby Club Grand Quevilly,8,Régionale 1 - Ligue Normandie,
Rugby Club Mont Saint Aignan,8,Régionale 1 - Ligue Normandie,
Slr Lisieux / Rac Honfleur,8,Régionale 1 - Ligue Normandie,
A Urrugnarrak,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Amicale Rugby de Marans,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
AS Meyssacoise,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
AS Montfortoise,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Aytre Rugby,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Bidart Union Club,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Bordeaux EC,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
CA Ribéracois,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Confluent Rugby Club XV,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
CS Nontronnais,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
ES Arudyenne,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
ES Lembeye,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Esperance Sportive Montignac,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
JS Labouheyre,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
JS Villeneuve de Marsan,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Limoges Étudiants Club,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Marsacq XV,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Pays Médoc Rugby,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Pessac Rugby,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
RAC Angérien,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Ras Escou Lasseube,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Ras RCPSY / URCA,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Ras Salon La Tour - Uzerche,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
RC Cestadais,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
RC Mussidanais,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
RC Queyrannais,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
RC Ustaritz Jatxou,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Rugby Club de La Pimpine,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Rugby Club Libournais,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Rugby Club Martignas Illac,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Rugby Club Pouillon Labatut,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
SA Monein,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
SA St Severin,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
St Cyprien AC,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
St Pée UC,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Stade Reolais,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Stade Saint Livradais XV,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
UA Issigeacoise,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
UA Mimizannaise,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Union Sportive Cublac Terrasson,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Union Sportive Juillac Objat,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
US Bouscataise,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
US Egletonnaise,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
US Habassaise,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
US Josbaig St Goin,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
US Lalinde,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
US Saintes Rugby,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
US Vezerienne Le Lardin St Lazare,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
XV Haut Perigord,8,Régionale 1 - Ligue Nouvelle-Aquitaine,
Association Sportive Poussan XV,8,Régionale 1 - Ligue Occitanie,
Avenir Moissagais,8,Régionale 1 - Ligue Occitanie,
Aviron Castrais,8,Régionale 1 - Ligue Occitanie,
Club Athlétique Bedarieux Grand Orb Rugby,8,Régionale 1 - Ligue Occitanie,
CO Castelnaudais,8,Régionale 1 - Ligue Occitanie,
Coquelicots Montechois Rugby,8,Régionale 1 - Ligue Occitanie,
Entente La Vallée du Girou,8,Régionale 1 - Ligue Occitanie,
Entente Sportive Coteaux de l'Arrêt,8,Régionale 1 - Ligue Occitanie,
FC Triais,8,Régionale 1 - Ligue Occitanie,
Gourdon XV Bouriane,8,Régionale 1 - Ligue Occitanie,
Les Rives d'Orb,8,Régionale 1 - Ligue Occitanie,
Mazeres Cassagne Sports,8,Régionale 1 - Ligue Occitanie,
Olympique Montredonnais XV,8,Régionale 1 - Ligue Occitanie,
Ras Bretenoux Biars Vayrac / Gramat,8,Régionale 1 - Ligue Occitanie,
RC Bassoues Lupiac Montesq,8,Régionale 1 - Ligue Occitanie,
RC Espalionnais Nord Aveyron,8,Régionale 1 - Ligue Occitanie,
RC Mauguio Carnon Pays D'or,8,Régionale 1 - Ligue Occitanie,
RC Montalbanais,8,Régionale 1 - Ligue Occitanie,
RC Revelois,8,Régionale 1 - Ligue Occitanie,
RC Uzetien,8,Régionale 1 - Ligue Occitanie,
Rugby Club Muretain,8,Régionale 1 - Ligue Occitanie,
Rugby Club Plages d'Orb,8,Régionale 1 - Ligue Occitanie,
Rugby Club Saint Sulpice La Pointe XV,8,Régionale 1 - Ligue Occitanie,
SA Condomoise,8,Régionale 1 - Ligue Occitanie,
Saint Céré Rugby,8,Régionale 1 - Ligue Occitanie,
Saint Juery Arthes Olympique Rugby,8,Régionale 1 - Ligue Occitanie,
Stade O Maubourguetois Rugby,8,Régionale 1 - Ligue Occitanie,
Stade Saint Gaudinois Luchonnais Boulonnais XV,8,Régionale 1 - Ligue Occitanie,
Toulouse Electrogaz Club,8,Régionale 1 - Ligue Occitanie,
Toulouse Lalande Aucamville XV,8,Régionale 1 - Ligue Occitanie,
Toulouse Université Club,8,Régionale 1 - Ligue Occitanie,
UA Vicoise,8,Régionale 1 - Ligue Occitanie,
Union Rugby Club de La Geune Juillan Louey,8,Régionale 1 - Ligue Occitanie,
Union Sigean Port La Nouvelle,8,Régionale 1 - Ligue Occitanie,
Union Sportive des Coteaux Pouyastruc,8,Régionale 1 - Ligue Occitanie,
US Canton St Lys,8,Régionale 1 - Ligue Occitanie,
US Lectouroise,8,Régionale 1 - Ligue Occitanie,
US Luzechoise,8,Régionale 1 - Ligue Occitanie,
US Millas,8,Régionale 1 - Ligue Occitanie,
US Verfeilloise Section Rugby,8,Régionale 1 - Ligue Occitanie,
Ailes Sportives Bouguenais - Reze Rugby,8,Régionale 1 - Ligue Pays de la Loire,
Fontenay Lucon Rugby Sud Vendee,8,Régionale 1 - Ligue Pays de la Loire,
RO Choletais,8,Régionale 1 - Ligue Pays de la Loire,
Rugby Club du Haut Anjou,8,Régionale 1 - Ligue Pays de la Loire,
Rugby Club Herbretais,8,Régionale 1 - Ligue Pays de la Loire,
Rugby Olympique Chemille,8,Régionale 1 - Ligue Pays de la Loire,
Rugby Saint Herblain,8,Régionale 1 - Ligue Pays de la Loire,
Sport Athlétique Club Clissonnais,8,Régionale 1 - Ligue Pays de la Loire,
Velo Sport Nantais,8,Régionale 1 - Ligue Pays de la Loire,
Aix Universite Rugby,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
Club Rugby Amateur de Balagne,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
Pennes Mirabeau Cadeneaux Rugby,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
Portivechju Rugby,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
RC de La Vallee Du Gapeau,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
RC Dignois,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
RC Lucciana,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
RC Orangeois,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
Rugby Club Fos Sur Mer,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
Rugby Club Six Fours - Le Brusc,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
SC Salonais,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
US Valreassienne Rugby,8,Régionale 1 - Ligue Provence-Alpes-Côte-d'Azur,
Etang Sale Rugby Club,8,Régionale 1 - Ligue Réunion,
Leu Rugby Club,8,Régionale 1 - Ligue Réunion,
RC Le Tampon,8,Régionale 1 - Ligue Réunion,
RC Portois Le Port,8,Régionale 1 - Ligue Réunion,
RC Saint Paul,8,Régionale 1 - Ligue Réunion,
RC St Gilles,8,Régionale 1 - Ligue Réunion,
RC St Pierre Et Du Sud,8,Régionale 1 - Ligue Réunion,
Sporting Club Du Chaudron,8,Régionale 1 - Ligue Réunion,
XV Dionysien,8,Régionale 1 - Ligue Réunion,
Archiball West Indies Rugby,9,Régionale 2 - Guadeloupe,
Barracudas,9,Régionale 2 - Guadeloupe,
Boisripeaux Rugby Club Abymes,9,Régionale 2 - Guadeloupe,
Le Good Luck,9,Régionale 2 - Guadeloupe,
Rugby Club de Goyave,9,Régionale 2 - Guadeloupe,
Amberieu Bugey XV,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Amicale Laique Echirolles,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Arcol Rugby,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
AS Cours La Ville,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
AS Culin,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
AS Granoise,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
AS Roannaise,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
AS Romagnatoise Rugby,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
AS Succieu Terres Froides,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
ASS Verpillière Nord Isère XV,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Bugey Olympique Club Belley,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
CA Mauriennais,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Chartreuse Rugby Club,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
CS Grésivaudan Belledonne,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
CS Sauxillangeois,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Entente Blanzat Chateaugay,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Étoile du Bugey Rugby,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Olympique St Bonnet Pres Riom,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
ORC Riom Es Montagnes,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Oval Club Gevaudan,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Ovalie Berg Coiron Helvie,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Pays de L'arbresle Rugby Club,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Canton de Marsanne,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Castelpontin,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Chartreuse Neron,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Chatillonnais,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Combronde,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Forezien Feurs,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Gresivaudan,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC La Sevenne,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Montaigut Besse,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Montmeyrannais,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Plats / RC Lamastrois,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Rambertois,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Roche La Molière,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Sillans,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC St Genes Champanelle,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Thones Aravis,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Thonon Chablais Leman,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Varacieux,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
RC Veyle Saone,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Rugby Clermont La Plaine,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Rugby Club Billomois,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Rugby Club des Landes,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Rugby Club du Pays d'Ozon,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Rugby Club Le Mole,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Rugby Club Vaux,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Rugby Olympique Donzerois,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Saint Mamet Rugby,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
SC Privadois Rugby,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
SO Pont Cheruy Charvieu Chavanoz Tignieu,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
SO Ugine Albertville,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Stade Chamalierois,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Stade Clermontois Rugby,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
Stade Olympique Annoneen,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
UA Cotoise Côte St André,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
US Côtes d'Arey,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
US Izeaux,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
US Jarrie Champs,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
US La Ravoire,9,Régionale 2 - Ligue Auvergne-Rhône-Alpes,
ASC Saint Apollinaire,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
Avenir Sportif Tournus,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
Chatenoy RC,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
Is Alliance Rugby,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
RC Vesoul,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
Rugby Toucy Puisaye Forterre,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
Rugby Union Morteau Plateau 25,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
Saone Seille Rugby,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
US Buxynoise,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
Verdun RAC,9,Régionale 2 - Ligue Bourgogne-Franche-Comté,
Bain de Bretagne Rugby,9,Régionale 2 - Ligue Bretagne,
Brest Bretagne Rugby,9,Régionale 2 - Ligue Bretagne,
Le Relecq Kerhuon Rugby,9,Régionale 2 - Ligue Bretagne,
RC Landivisien,9,Régionale 2 - Ligue Bretagne,
RST Ploemeur RC - PGK,9,Régionale 2 - Ligue Bretagne,
Rst Rennes Rugby,9,Régionale 2 - Ligue Bretagne,
Rugby Club Iroise Saint Renan,9,Régionale 2 - Ligue Bretagne,
Rugby Club Lanester Bretagne Sud,9,Régionale 2 - Ligue Bretagne,
Union Sportive Acignolaise,9,Régionale 2 - Ligue Bretagne,
XV de L'ic,9,Régionale 2 - Ligue Bretagne,
AC Aubigny,9,Régionale 2 - Ligue Centre-Val de Loire,
Arcay Rugby Club Pays de Bourges,9,Régionale 2 - Ligue Centre-Val de Loire,
AS Luynoise Rugby,9,Régionale 2 - Ligue Centre-Val de Loire,
Buzancais Rug Val Indre Brenne,9,Régionale 2 - Ligue Centre-Val de Loire,
Cercle Jules Ferry Rugby Fleury Les Aubrais,9,Régionale 2 - Ligue Centre-Val de Loire,
Loches RO C,9,Régionale 2 - Ligue Centre-Val de Loire,
Oval Club Sancoinnais,9,Régionale 2 - Ligue Centre-Val de Loire,
Rugby Esvres Club Val de L'indre,9,Régionale 2 - Ligue Centre-Val de Loire,
US St Pierre Des Corps,9,Régionale 2 - Ligue Centre-Val de Loire,
USM Montargis,9,Régionale 2 - Ligue Centre-Val de Loire,
Ardennes Rugby,9,Régionale 2 - Ligue Grand Est,
Entente Bar-le-duc / Saint-dizier,9,Régionale 2 - Ligue Grand Est,
Lauterbourg AS,9,Régionale 2 - Ligue Grand Est,
RC Naborien,9,Régionale 2 - Ligue Grand Est,
RC St Louis,9,Régionale 2 - Ligue Grand Est,
Rugby Club de La Licorne - Saverne,9,Régionale 2 - Ligue Grand Est,
Rugby Club Thann,9,Régionale 2 - Ligue Grand Est,
Stade Reims,9,Régionale 2 - Ligue Grand Est,
Thionville Yutz Generation Rugby Espoirs,9,Régionale 2 - Ligue Grand Est,
US Bassin de Longwy,9,Régionale 2 - Ligue Grand Est,
Amicale Du Rugby Calaisien,9,Régionale 2 - Ligue Hauts-de-France,
Clermont Club Rugby,9,Régionale 2 - Ligue Hauts-de-France,
Ovale de Phalempin / Olympique Marcquois Rugby,9,Régionale 2 - Ligue Hauts-de-France,
RC Laon,9,Régionale 2 - Ligue Hauts-de-France,
RC Valenciennois,9,Régionale 2 - Ligue Hauts-de-France,
Rugby Olympique Flesselles,9,Régionale 2 - Ligue Hauts-de-France,
Entente RC CS Bretigny,9,Régionale 2 - Ligue Île-de-France,
Entente RC Plessis Robinson Meudo,9,Régionale 2 - Ligue Île-de-France,
Provins Rugby Club,9,Régionale 2 - Ligue Île-de-France,
R Conflans Herblay Val Seine,9,Régionale 2 - Ligue Île-de-France,
Racing Nanterre Rugby,9,Régionale 2 - Ligue Île-de-France,
Rambouillet Sports,9,Régionale 2 - Ligue Île-de-France,
RC Creteil Choisy,9,Régionale 2 - Ligue Île-de-France,
RC Dourdan,9,Régionale 2 - Ligue Île-de-France,
RC Livry Gargan,9,Régionale 2 - Ligue Île-de-France,
RC Neuilly Sur Marne,9,Régionale 2 - Ligue Île-de-France,
RC Noisy Le Gd Marne La Vallee,9,Régionale 2 - Ligue Île-de-France,
RC Paris Neuilly Sur Seine,9,Régionale 2 - Ligue Île-de-France,
RC Senlis,9,Régionale 2 - Ligue Île-de-France,
RC Val de Bièvre,9,Régionale 2 - Ligue Île-de-France,
RC Velizy Villacoublay,9,Régionale 2 - Ligue Île-de-France,
RO Yerrois,9,Régionale 2 - Ligue Île-de-France,
Rst Plateau Briard/bonneuil Villeneuve Brevannes,9,Régionale 2 - Ligue Île-de-France,
Rst Puteaux Rugby / AC Boulogne Billancourt,9,Régionale 2 - Ligue Île-de-France,
Rugby Club Bagnoltais,9,Régionale 2 - Ligue Île-de-France,
Rugby Club de Suresnes Hauts De Seine,9,Régionale 2 - Ligue Île-de-France,
Rugby Club du Pays de Nemours,9,Régionale 2 - Ligue Île-de-France,
Rugby Club Montreuillois,9,Régionale 2 - Ligue Île-de-France,
Rugby Club Porte de l'Oise,9,Régionale 2 - Ligue Île-de-France,
Rugby Club Seine & Oise Triel Sur Seine,9,Régionale 2 - Ligue Île-de-France,
Rugby Olympique de Pantin,9,Régionale 2 - Ligue Île-de-France,
Rugby Sud 77,9,Régionale 2 - Ligue Île-de-France,
Stade Olympique Rosneen,9,Régionale 2 - Ligue Île-de-France,
Union Rugby Centre 78,9,Régionale 2 - Ligue Île-de-France,
US Alfortville Rugby,9,Régionale 2 - Ligue Île-de-France,
USO Athis Mons,9,Régionale 2 - Ligue Île-de-France,
Le Havre Rugby Club,9,Régionale 2 - Ligue Normandie,
Racing Club Port du Havre,9,Régionale 2 - Ligue Normandie,
RC Alencon,9,Régionale 2 - Ligue Normandie,
RC Cherbourg Hague,9,Régionale 2 - Ligue Normandie,
RC Herouvillais,9,Régionale 2 - Ligue Normandie,
RC Pays de Coutances,9,Régionale 2 - Ligue Normandie,
RC St Lois,9,Régionale 2 - Ligue Normandie,
Rugby Ouest Cotentin,9,Régionale 2 - Ligue Normandie,
4 C XV,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Asasp Arros,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Capelaine,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Castelmoron XV,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Chasteaux Et Lissac,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Elgarrekin Ascain,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Jeunes de Dampniat,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Le Passage Rugby,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Miramontaise,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Narrossaise,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS Ondraise,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS P O Brive,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AS St Martin de Seignanx,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Athletic Rugby Club Baillargeois du Valvert,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Benejacq Olympique en Val du Lagoin,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
CA Pontacq,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Club Omnisports Couronnais,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Club Ovalie du Bocage 79,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Entente Lesperon Onesse,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Étoile Sportive Eysinaise,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Folles Ambazac Ras,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Jarnac Rouillac Fin Bois,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Marsilly Rugby Club,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Oléron RC,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Ovalie Club Villeneuvois,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Pedale Stade Tarusate,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Ras RC Villenavais / La Brède Rugby,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
RC Billere ASPTT Lescar,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
RC Cantonal Salignacois Pays de Fenelon,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
RC Chameyracois,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
RC Confolentais,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
RC Cubzaguais,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
RC Lege Cap Ferret,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
RC Nieuil L Espoir,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Rugby Association Pays Isle Dronne 33,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Rugby Club Bazeillais,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Rugby Club Daglanais,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Rugby Club de Trelissac,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Rugby Club Verneuillais,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
SA Montponnais,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
SC Saint Aubin,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Sporting Club Rhetais,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Union Rugby Clubs XV Ambares-St Loubes-Izon,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Union Varetz Saint Aulaire Rugby,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
URG - Union Rugby Gascon,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
US Aspoise,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
US du Bassin Arthez Lagor,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
US Grenadoise Rugby,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
US Herm Rugby,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
US Lavardac Barbaste,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
US Roquentin Laroque Timbaut,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
US Trembladaise,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
Ychoux Olympique Rugby,9,Régionale 2 - Ligue Nouvelle-Aquitaine,
AC Labastide Beauvoir,9,Régionale 2 - Ligue Occitanie,
Amicale Sportive Cult Aureilhan,9,Régionale 2 - Ligue Occitanie,
Amicale Sportive Lisloise,9,Régionale 2 - Ligue Occitanie,
AS Maureilhan Montady Rugby XV,9,Régionale 2 - Ligue Occitanie,
AS Olonzac Minervois,9,Régionale 2 - Ligue Occitanie,
Association Ouveillan Cuxac,9,Régionale 2 - Ligue Occitanie,
Association Sportive Canet,9,Régionale 2 - Ligue Occitanie,
Avenir Monclarais,9,Régionale 2 - Ligue Occitanie,
Avenir Olympique Viviez,9,Régionale 2 - Ligue Occitanie,
CO St Lary Soulan,9,Régionale 2 - Ligue Occitanie,
Compound C ACapdenacois,9,Régionale 2 - Ligue Occitanie,
Entente Fleury Salles Coursan XV,9,Régionale 2 - Ligue Occitanie,
Entente La Tet,9,Régionale 2 - Ligue Occitanie,
Entente Les 3 Clochers,9,Régionale 2 - Ligue Occitanie,
Entente US Murviel Thezan,9,Régionale 2 - Ligue Occitanie,
Étoile Sportive Laroque Belesta,9,Régionale 2 - Ligue Occitanie,
F Laique Ht Vernet Perpignan,9,Régionale 2 - Ligue Occitanie,
Hers Lauragais XV,9,Régionale 2 - Ligue Occitanie,
Jeunesse Sportive Ibosceenne XV,9,Régionale 2 - Ligue Occitanie,
JS Caramanaise,9,Régionale 2 - Ligue Occitanie,
Lauzerte Quercy Pays de Serres XV,9,Régionale 2 - Ligue Occitanie,
Masseube XV,9,Régionale 2 - Ligue Occitanie,
Olympique des Monts de Lacaune,9,Régionale 2 - Ligue Occitanie,
Olympique Labruguière XV,9,Régionale 2 - Ligue Occitanie,
Piège Lauragais Malepere XV,9,Régionale 2 - Ligue Occitanie,
Puylaurens AC,9,Régionale 2 - Ligue Occitanie,
Racing Club Ponteilla,9,Régionale 2 - Ligue Occitanie,
